Asset_Name,Reason_Comments,Total_Count_Reason_Comment,Reason_ActionTaken,Total_Count_ActionTaken,Location
uup17,slc: speed supervision module error state.,2,replaced rotor encoder coupler,1,bhatkheda
uup17,slc: yaw control device diagnose switch tripped.,10,checked related connection panel ycd,3,bhatkheda
uup17,slc: yaw control device diagnose switch tripped.,10,reboot & restored wtg,1,bhatkheda
uup17,slc: yaw control device diagnose switch tripped.,10,reset & restored,6,bhatkheda
uup17,slc: yaw control device twist protection switch tripped.,4,reset & restored,1,bhatkheda
uup17,slc: yaw control device twist protection switch tripped.,4,wtg reset restored.,3,bhatkheda
uup17,software updation & modification,4,attend,1,bhatkheda
uup17,software updation & modification,4,wtg stopped power curve deviation checked blade calibration & anemometer alignment done also replaced generator earthing 01 brush,1,bhatkheda
uup17,software updation & modification,4,wtg stopped power curve deviation checked ft sensor alignment & blade re-calibration also cleaned slip ring work done,2,bhatkheda
uup17,special activity,11,wtg stopped blade lps resistance measurement work,1,bhatkheda
uup17,special activity,11,wtg stopped checking temperature reading power cable cable joint,1,bhatkheda
uup17,special activity,11,wtg stopped generator below(duct) cover fitting work also ycd replaced,1,bhatkheda
uup17,special activity,11,wtg stopped gps time synchronization work,1,bhatkheda
uup17,special activity,11,wtg stopped new plc software version 2.4.0 updated & gear box oil input pressure sensor replaced,4,bhatkheda
uup17,special activity,11,wtg stopped parameter setting work,2,bhatkheda
uup17,special activity,11,wtg stopped uss visual inspection work oil leakage arrested transformer,1,bhatkheda
uup17,special activity - amsc stoppage,2,attend,1,bhatkheda
uup17,special activity - amsc stoppage,2,wtg stopped amsc team cmm kit installation modification work,1,bhatkheda
uup17,special activity - blade lps resistance measurement & inspection,5,wtg stopped blade cleaning work also activity winch testing & climb assist checking work done,2,bhatkheda
uup17,special activity - blade lps resistance measurement & inspection,5,wtg stopped blade lps resistance measurement work,1,bhatkheda
uup17,special activity - blade lps resistance measurement & inspection,5,wtg stopped blade lps resistance measurement work done,1,bhatkheda
uup17,special activity - blade lps resistance measurement & inspection,5,wtg stopped blade repairing work,1,bhatkheda
uup17,special activity - software updation modification,16,attend,1,bhatkheda
uup17,special activity - software updation modification,16,new plc software version 2.4.1 updated work done,1,bhatkheda
uup17,special activity - software updation modification,16,new v1.0.21 version ngcc software updated work done,1,bhatkheda
uup17,special activity - software updation modification,16,sineax software updated work done,1,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped parameter setting work,1,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped plc parameter change power booster up-gradation work,1,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped plc software updation power booster,2,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped plc software uploaded power booster up-gradation work,2,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped power booster up-gradation work,2,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped power booster up-gradation work also activity wtg & uss visual maintenance work done,1,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped power curve checking,1,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped sineax software uploading work,1,bhatkheda
uup17,special activity - software updation modification,16,wtg stopped software parameter checking work done,1,bhatkheda
uup17,special activity - uss yard inspection,4,wtg stopped attending repeated tripping,1,bhatkheda
uup17,special activity - uss yard inspection,4,wtg stopped dry transformer hardware mounting work,1,bhatkheda
uup17,special activity - uss yard inspection,4,wtg stopped transformer tap changing work 2 3,1,bhatkheda
uup17,special activity - uss yard inspection,4,wtg stopped transformer tap changing work 3 2,1,bhatkheda
uup17,special activity - wtg critical points checking,13,attend,2,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped audit pending point compliance work done,2,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped coolant drain top 45 ltr. work done convertor cooling unit restored wtg,1,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped leakage arrested convertor cooling unit arrested & top coolant,1,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped nosecone inspection work,2,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped stator breaker inspection work,1,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped uss vcb,1,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped winch testing work,1,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped wtg inspection work,1,bhatkheda
uup17,special activity - wtg critical points checking,13,wtg stopped yawing checking work,1,bhatkheda
uup17,special activity - wtg parameters checking,4,wtg stopped anemometer parameter checking work,1,bhatkheda
uup17,special activity - wtg parameters checking,4,wtg stopped parameter checking work,3,bhatkheda
uup17,speed measurement deviation generator rotor speed.,9,auto reset,3,bhatkheda
uup17,speed measurement deviation generator rotor speed.,9,checked & tighting rotor encoder connections properly restored wtg,1,bhatkheda
uup17,speed measurement deviation generator rotor speed.,9,wtg reset & restored wtg,1,bhatkheda
uup17,speed measurement deviation generator rotor speed.,9,wtg reset restored.,4,bhatkheda
uup17,speed measurement generator over-speed fast stop.,8,checked generator encoder mounting & connection,3,bhatkheda
uup17,speed measurement generator over-speed fast stop.,8,wtg reset restored.,5,bhatkheda
uup17,speed measurement generator over-speed safety chain.,12,auto reset,2,bhatkheda
uup17,speed measurement generator over-speed safety chain.,12,wtg reset restored.,10,bhatkheda
uup17,speed measurement generator speed negative maximum.,2,auto reset,2,bhatkheda
uup17,stator breaker failed closing demanded close.,16,auto reset,9,bhatkheda
uup17,stator breaker failed closing demanded close.,16,checked closing coil stator breaker & connection acb,1,bhatkheda
uup17,stator breaker failed closing demanded close.,16,checked stator breaker open/closing coil,2,bhatkheda
uup17,stator breaker failed closing demanded close.,16,reboot restored wtg,1,bhatkheda
uup17,stator breaker failed closing demanded close.,16,replaced stator breaker charging motor,1,bhatkheda
uup17,stator breaker failed closing demanded close.,16,wtg reset restored,2,bhatkheda
uup17,stator breaker opened undervoltage release buffer ready.,1,replaced stator breaker new one,1,bhatkheda
uup17,temperature cable loop- connection point t4 error level,2,wtg reset restored,2,bhatkheda
uup17,torquing tensioning,7,attend,1,bhatkheda
uup17,torquing tensioning,7,wtg stopped blade tensioning & tower torquing work done,1,bhatkheda
uup17,torquing tensioning,7,wtg stopped tower torquing & blade tensioning also activity cleaned gearbox radiator,2,bhatkheda
uup17,torquing tensioning,7,wtg stopped tower torquing & blade tensioning work,2,bhatkheda
uup17,torquing tensioning,7,wtg stopped tower torquing & blade tensioning work done restored wtg,1,bhatkheda
uup17,tower inspection,1,wtg stopped inspection work,1,bhatkheda
uup17,voltage difference,4,auto reset (due jerk feeder),1,bhatkheda
uup17,voltage difference,4,auto reset grid voltage ok.,1,bhatkheda
uup17,voltage difference,4,auto reset grid voltage ok. (due heavy jerk feeder),1,bhatkheda
uup17,voltage difference,4,auto reset grid voltage ok. (due jerk feeder),1,bhatkheda
uup17,wind direction difference error.,3,auto reset,2,bhatkheda
uup17,wind direction difference error.,3,wtg reset restored.,1,bhatkheda
uup17,wind speed difference error.,7,attend,2,bhatkheda
uup17,wind speed difference error.,7,auto reset,2,bhatkheda
uup17,wind speed difference error.,7,checked anemometer connection & alignment done,1,bhatkheda
uup17,wind speed difference error.,7,reboot restored wtg,1,bhatkheda
uup17,wind speed difference error.,7,wtg reset restored,1,bhatkheda
uup17,wtg offline,1,inox park issue,1,bhatkheda
uup17,wtg stopped customer 220kv line work mpptcl,2,shutdown taken mpptcl feeder termination & jumpering work 220kv nagda neemuch-ii lilo line,2,bhatkheda
uup17,wtg stopped visual maintenance work done,1,FALSE,1,bhatkheda
uup17,yaw converter state error external fault.,11,auto reset,4,bhatkheda
uup17,yaw converter state error external fault.,11,found 24v connection yaw break feedback loosed correct,2,bhatkheda
uup17,yaw converter state error external fault.,11,reboot & restored wtg,1,bhatkheda
uup17,yaw converter state error external fault.,11,reboot restored wtg,1,bhatkheda
uup17,yaw converter state error external fault.,11,reset & restored wtg,1,bhatkheda
uup17,yaw converter state error external fault.,11,wtg reset restored,2,bhatkheda
uup18,24v power supply under-voltage fault.,3,auto reset,2,bhatkheda
uup18,24v power supply under-voltage fault.,3,wtg reset restored,1,bhatkheda
uup18,acb & vcb maintenance,1,wtg stopped acb & vcb relay testing & servicing work,1,bhatkheda
uup18,anemometer 1 measurement error.,7,auto reset,7,bhatkheda
uup18,anemometer 2 communication error.,2,auto reset,1,bhatkheda
uup18,anemometer 2 communication error.,2,wtg reset restored,1,bhatkheda
uup18,anemometer 2 measurement error.,2,auto reset,1,bhatkheda
uup18,anemometer 2 measurement error.,2,reboot restored wtg,1,bhatkheda
uup18,blade 1: blade angle greater allowed maximum.,13,auto reset,9,bhatkheda
uup18,blade 1: blade angle greater allowed maximum.,13,wtg reset & restored wtg,2,bhatkheda
uup18,blade 1: blade angle greater allowed maximum.,13,wtg reset restored,2,bhatkheda
uup18,blade 1: ips active feathering position.,117,attend,1,bhatkheda
uup18,blade 1: ips active feathering position.,117,attended restored,1,bhatkheda
uup18,blade 1: ips active feathering position.,117,auto reset,30,bhatkheda
uup18,blade 1: ips active feathering position.,117,checked connection proximity sensor also checked resolver cable & set referencing plate,1,bhatkheda
uup18,blade 1: ips active feathering position.,117,checked pitch resolver cable & connections,16,bhatkheda
uup18,blade 1: ips active feathering position.,117,replaced referencing plate set proximity sensor also checked resolver connections & tighting done,4,bhatkheda
uup18,blade 1: ips active feathering position.,117,reset & restored wtg,7,bhatkheda
uup18,blade 1: ips active feathering position.,117,wtg reset & restored wtg,10,bhatkheda
uup18,blade 1: ips active feathering position.,117,wtg reset restored,47,bhatkheda
uup18,blade 1: ips active wrong area.,6,auto reset,1,bhatkheda
uup18,blade 1: ips active wrong area.,6,auto reste,1,bhatkheda
uup18,blade 1: ips active wrong area.,6,reboot & restored wtg,2,bhatkheda
uup18,blade 1: ips active wrong area.,6,wtg reset restored,2,bhatkheda
uup18,blade 1: pitch converter error.,2,reset & restored wtg,2,bhatkheda
uup18,blade 1: safety run active.,2,auto reset,1,bhatkheda
uup18,blade 1: safety run active.,2,wtg reset restored,1,bhatkheda
uup18,blade 2: ips active wrong area.,1,auto reset,1,bhatkheda
uup18,blade bearing lubrication maintenance state.,2,reboot & restored wtg,1,bhatkheda
uup18,blade bearing lubrication maintenance state.,2,reboot restored wtg,1,bhatkheda
uup18,blade inspection,1,wtg stopped blade inspection work,1,bhatkheda
uup18,blade teeth lubrication maintenance state.,30,reboot & restart,1,bhatkheda
uup18,blade teeth lubrication maintenance state.,30,reboot & restored,1,bhatkheda
uup18,blade teeth lubrication maintenance state.,30,reboot & restored wtg,17,bhatkheda
uup18,blade teeth lubrication maintenance state.,30,reboot restore wtg,1,bhatkheda
uup18,blade teeth lubrication maintenance state.,30,reboot restored wtg,10,bhatkheda
uup18,brake healthcheck cannot start due wrong blade state wrong brake position.,1,reboot & restored wtg,1,bhatkheda
uup18,converter cabinet initialization error.,2,replaced pm3000 & 550 amp fuse 10 ltr. coolant top work done restored wtg,1,bhatkheda
uup18,converter cabinet initialization error.,2,required pm3000 & 550 amp fuse waiting material wtg restoration,1,bhatkheda
uup18,converter healthcheck timeout.,3,auto reseted,1,bhatkheda
uup18,converter healthcheck timeout.,3,reboot & restored wtg,1,bhatkheda
uup18,converter healthcheck timeout.,3,wtg reset restored,1,bhatkheda
uup18,customer request,4,wtg isolator open customer lws maintenance work,1,bhatkheda
uup18,customer request,4,wtg stopped customer per instruction,2,bhatkheda
uup18,customer request,4,wtg stopped transformer oil filtration bdv oil testing work & wtg restoration work progress,1,bhatkheda
uup18,customer stoppage,4,wtg stopped bdv oil sample testing work,1,bhatkheda
uup18,customer stoppage,4,wtg stopped customer audit work,2,bhatkheda
